title,full_text,category,source
Anthony Joshua injured in car crash in Nigeria that killed two people,"<ul><li><p>British former boxing champion sustained minor injuries</p></li><li><p>Two people killed in collision, say police in Ogun State</p></li></ul><p>British heavyweight boxer Anthony Joshua was injured in a car crash in Nigeria on Monday morning that killed two people, local police said.</p><p>The former world heavyweight boxing champion was taken to an undisclosed hospital after his car hit a stationary vehicle at around 11am on the Lagos-Ibadan Expressway, Ogun state police commissioner Lanre Ogunlowo said. The driver of Joshua’s vehicle was also injured, he added.</p> <a href=""https://www.theguardian.com/sport/2025/dec/29/anthony-joshua-injured-car-crash-nigeria"">Continue reading...</a>",fact,news
‘This will be a stressful job’: Sam Altman offers $555k salary to fill most daunting role in AI,"<p>New head of preparedness at OpenAI will face unnerving in-tray amid fears from some experts that AI could ‘turn on us’</p><p>The maker of ChatGPT has advertised a $555,000-a-year vacancy with a daunting job description that would cause Superman to take a sharp intake of breath.</p><p>In what may be close to the impossible job, the “head of preparedness” at OpenAI will be directly responsible for defending against risks from ever more powerful AIs to human mental health, cybersecurity and biological weapons.</p> <a href=""https://www.theguardian.com/technology/2025/dec/29/sam-altman-openai-job-search-ai-harms"">Continue reading...</a>",fact,news
Kosovo prime minister wins snap election to end political deadlock,"<p>Albin Kurti’s emphatic victory strengthens mandate for domestic reforms including welfare expansion</p><p>Kosovo’s prime minister, Albin Kurti has won an emphatic election victory, marking a resurgence for the nationalist leader and ending a political deadlock in Europe’s youngest state.</p><p>The win in <a href=""https://www.theguardian.com/world/2025/dec/28/kosovo-goes-to-the-polls-in-snap-election-in-bid-to-end-political-crisis"">Sunday’s snap election</a> strengthens Kurti’s mandate to push through domestic reforms, including welfare expansion and higher salaries for public workers, although he faces significant problems including tensions with Serbia and health and education systems that lag behind Kosovo’s Balkan neighbours.</p> <a href=""https://www.theguardian.com/world/2025/dec/29/kosovo-prime-minister-albin-kurti-wins-snap-election-to-end-political-deadlock"">Continue reading...</a>",fact,news
Search for Malaysia Airlines flight MH370 expected to resume on Tuesday,"<p>Marine robotics firm to renew its search more than decade after plane disappeared with 239 people onboard</p><p>The search for Malaysia Airlines flight MH370 is expected to resume on 30 December, more than a decade after the plane disappeared with 239 people onboard in one of<a href=""https://www.theguardian.com/world/2024/mar/06/mh370-anniversary-10-years-malaysia-airlines-flight-plane-search-mystery-unsolved""> aviation’s greatest mysteries</a>.</p><p>A renewed search by Ocean Infinity, a UK and US-based marine robotics company, had begun earlier this year but was called off in April because of bad weather.</p> <a href=""https://www.theguardian.com/world/2025/dec/29/search-for-malaysia-airlines-flight-mh370-expected-to-resume"">Continue reading...</a>",fact,news
‘My target was just to take the gun’: wounded hero Ahmed al-Ahmed speaks of saving lives at Bondi beach,"<p>‘I know I saved lots, but I feel sorry for the lost,’ Ahmed tells CBS News of those who died in Sydney attack on 14 December</p><ul><li><p>Get our <a href=""https://www.theguardian.com/email-newsletters?CMP=cvau_sfl"">breaking news email</a>, <a href=""https://app.adjust.com/w4u7jx3"">free app</a> or <a href=""https://www.theguardian.com/australia-news/series/full-story?CMP=cvau_sfl"">daily news podcast</a></p></li></ul><p>Ahmed al-Ahmed, who disarmed one of the Bondi gunmen before being shot five times, says he knows his bravery saved many lives but is sad for those who were killed in the attack.</p><p>In an interview with CBS News, Ahmed said he “didn’t worry about anything” except for the lives he could save as he disarmed Sajid Akram on 14 December. The act was <a href=""https://www.theguardian.com/australia-news/2025/dec/14/bystander-tackles-and-wrestles-gun-from-alleged-gunmen-during-bondi-beach-mass-shooting"">caught on camera</a> and shared around the world.</p> <a href=""https://www.theguardian.com/australia-news/2025/dec/29/wounded-hero-ahmed-al-ahmed-speaks-of-saving-lives-at-bondi-beach-ntwnfb"">Continue reading...</a>",fact,news
Nancy Pelosi predicts Democrats will retake US House in 2026 midterms,"<p>Former House speaker on ABC News also said congressional Republicans have ceded almost all their power to Trump</p><p>Democrats will retake the US House’s majority in the 2026 midterm elections, the chamber’s former speaker <a href=""https://www.theguardian.com/us-news/nancy-pelosi"">Nancy Pelosi</a> has confidently predicted – and she hopes her party colleagues then seize back the congressional power that Republicans have all but ceded to Donald Trump.</p><p>Asked Sunday on ABC News’s This Week if she had any doubts over whether Democratic New York congressman <a href=""https://www.theguardian.com/us-news/hakeem-jeffries"">Hakeem Jeffries</a> would hold the speaker’s gavel after the elections midway through Trump’s second presidency, Pelosi <a href=""https://abcnews.go.com/Politics/nancy-pelosi-predicts-dems-win-house-gavel-back/story?id=128684674"">said</a>: “None.”</p> <a href=""https://www.theguardian.com/us-news/2025/dec/29/nancy-pelosi-democrats-retake-house-2026-midterms"">Continue reading...</a>",fact,news
‘He has come back from the dead’: Chevy Chase spent eight days in a coma during Covid pandemic,"<p>In documentary I’m Chevy Chase and You’re Not, the actor and his family revealed that doctors told them to ‘prepare yourselves for the worst’</p><p>Chevy Chase suffered “near fatal” heart failure which led to him being placed in an induced coma during the pandemic in 2021, according to a new film about the American actor and comedian.</p><p>As documented in <a href=""https://deadline.com/tag/im-chevy-chase-and-youre-not/"">I’m Chevy Chase and You’re Not</a>, the star of films such as Caddyshack and the National Lampoon movies, who hosted the Oscars twice, spent a total of five weeks in hospital.</p> <a href=""https://www.theguardian.com/film/2025/dec/29/chevy-chase-eight-days-coma-covid-pandemic"">Continue reading...</a>",fact,news
‘A gift that cannot be sold’: the Palestinian family fighting to save their West Bank farm,"<p>For more than three decades, the Nassars have battled Israeli efforts to reclassify their property as ‘state land’</p><p>In 1916, Daher Nassar, a Christian Palestinian farmer living south of Bethlehem, made a move considered more than unusual at the time. He bought a 42-hectare stretch of farmland on the slopes and valleys of Wadi Salem, and formally registered the purchase with the Ottoman authorities, who then ruled the region.</p><p>A few years later, after transferring the title to his son, Nassar did something even more extraordinary. He re-registered the deed under each successive administration – the British mandate, then the Jordanian government, and finally, after 1967, under Israeli occupation.</p> <a href=""https://www.theguardian.com/world/2025/dec/29/palestinian-family-fighting-save-west-bank-farm-israel-settlers"">Continue reading...</a>",fact,news
Is claim Ukraine deal is ‘95% done’ just another empty assertion from Trump?,"<p>A sober observer assessing the US president’s claim may react the same way as Zelenskyy – with shock and disbelief</p><ul><li><p><a href=""https://www.theguardian.com/world/2025/dec/29/volodymyr-zelenskyy-donald-trump-us-security-guarantees-ukraine"">Zelenskyy says US has agreed to offer Ukraine ‘strong’ 15-year security guarantees</a></p></li></ul><p>A deal to end the war between Russia and Ukraine was “95% done”, Donald Trump <a href=""https://www.theguardian.com/world/2025/dec/28/trump-zelenskyy-talks-amid-heavy-russian-airstrikes-on-ukraine"">claimed after his meeting</a> over the weekend with Volodymyr Zelenskyy at Mar-a-Lago.</p><p>Unfortunately, the 5% still remaining includes the small matter of getting Vladimir Putin to agree to a deal – and there are precious few indicators that that is any closer. Instead, Trump’s claim seems to be the latest in a long line of overoptimistic statements anticipating a swift end to the conflict, starting with his campaign promise that he would end the war in 24 hours.</p> <a href=""https://www.theguardian.com/world/2025/dec/29/ukraine-deal-trump-russia-zelenskyy"">Continue reading...</a>",fact,news
The perfect commute: how to turn a frustrating chore into fun – and better fitness,"<p>It is never enjoyable to be stuck in traffic or pressed up against a stranger’s armpit. But there are ways to make the most of your commute. You could even use it to write that novel</p><p><a href=""https://www.theguardian.com/global/2025/dec/17/sign-up-for-how-to-have-a-better-day-our-16-part-series-on-how-to-improve-your-life"">• Sign up here to get the whole series straight to your inbox</a></p><p>For many of us, the idea of “the perfect” commute might sound laughable. If we travel to an office, it’s likely to involve either peak-time public transport or stressful traffic. You might not expect that either of those offers much scope for joy, but there are things we can do to make them more enjoyable, productive and healthier. It’s worth putting some thought into this, because <a href=""https://www.theguardian.com/cities/2016/aug/24/uk-commuters-consume-800-extra-calories-a-week-rsph-report"">commuting can increase stress</a>, reduce capacity for exercise and encourage us to consume extra calories in on-the-go snacks.</p><p>The former lawyer turned time management coach <a href=""https://kellynolan.com"">Kelly Nolan</a> suggests starting with a commute audit to assess its true impact. “Begin by blocking it out on a calendar. Creating a visual representation of how much commuting takes out of your day gives an accurate picture. It’s not just about how much free time you have left, it’s about seeing how commuting affects other activities in your life.”</p> <a href=""https://www.theguardian.com/cities/2025/dec/29/perfect-commute-frustrating-chore-fun-fitness"">Continue reading...</a>",fact,news
"ChatGPT, cooking and Christopher Walken: how parents got their kids to love reading in 2025","<p>Fewer children are reading for fun - but parents are trying everything from AI to dramatic voices to keep them engaged</p><p>It’s been a tough year for our brains. Merriam-Webster dictionary editors chose “slop” as 2025’s word of the year. New York Magazine recently <a href=""https://nymag.com/intelligencer/article/american-adult-lower-iq-scores-cognitive-decline-technology-flynn-effect.html"">dropped</a> its “Stupid Issue”, with a cover story exploring America’s collective “cognitive decline”. There are big problems in the humanities: reading test scores are <a href=""https://www.npr.org/2025/09/09/nx-s1-5535199/student-test-scores-drop"">down</a> for students nationwide, and undergraduates <a href=""https://www.theatlantic.com/magazine/archive/2024/11/the-elite-college-students-who-cant-read-books/679945/"">cannot</a> read full books any more.</p><p>Even storytime – a comfy couch, a cardboard book, a kid’s rapt attention as their parent reads them a story – is an endangered activity. According to an April <a href=""https://www.theguardian.com/lifeandstyle/2025/jun/02/gen-z-parents-reading-kids"">report</a> from HarperCollins UK, parents have lost the love of reading to their children, with fewer than half of gen Z parents calling the activity “fun for me”. According to the survey of 1,596 parents of children aged zero to 13, almost one in three found reading “more a subject to learn” than an experience to enjoy. Only a third of kids aged five to 10 frequently read for fun, compared with over half in 2012.</p> <a href=""https://www.theguardian.com/lifeandstyle/2025/dec/29/children-reading-books-parents-tips"">Continue reading...</a>",fact,news
Packing a punch: the true story behind the first Zimbabwean film to qualify for Oscars,"<p>A small boxing academy helping street children in Victoria Falls has inspired an award-winning short featuring Hollywood actor Tongayi Chirisa</p><p>Tobias Mupfuti was eight years old when he found himself homeless and living on the streets of Victoria Falls after his father had rejected him and his mother was too poor to feed or clothe him or send him to school. He survived on food handouts from tourists shopping in the Zimbabwean resort town.</p><p>Four years later, sick of being bullied and threatened, he asked a boxing coach to teach him the sport for self-defence – a decision that changed his life for ever.</p> <a href=""https://www.theguardian.com/global-development/2025/dec/29/true-story-zimbabwean-film-qualify-oscars-boxing-academy-victoria-falls-tongayi-chirisa"">Continue reading...</a>",fact,news
‘It’s like you’re sitting in front of an oven’: surviving the summer in one of Australia’s hottest towns,"<p>When the hot winds hit Roebourne, as many as 16 people pile into Yindjibarndi elder Lyn Cheedy’s home – one of the few with air conditioning</p><p>Few places are more exposed to extreme weather than Roebourne, a tiny cyclone-prone town on the Western Australian coast, where public housing residents endure 50C heat without air conditioning.</p><p>Lyn Cheedy, a Yindjibarndi elder, takes her grandson to the pool most afternoons.</p> <a href=""https://www.theguardian.com/australia-news/2025/dec/30/roebourne-western-australia-town-summer-heat"">Continue reading...</a>",fact,news
The secrets of a great sex life: how to keep the flame alive in the bedroom,"<p>Sex is an appetite like any other and there is much you can do to make it a priority, from making sure you find the time for it to building your confidence and maintaining intimacy throughout the day</p><p><a href=""https://www.theguardian.com/global/2025/dec/17/sign-up-for-how-to-have-a-better-day-our-16-part-series-on-how-to-improve-your-life"">• Sign up here to get the whole series straight to your inbox</a></p><p>If you have sex, chances are, you’ll have a good day. But scheduling it makes it feel like a chore. And unlike any other chore or fitness enterprise, you conceive it more as self-indulgence than self-improvement, and as such, even if you’re already in a relationship, it’s hard to find that chin-out determination to get it done. Yet sex is an appetite like any other, a necessity like any other, a nourishment like any other. If you let it go dormant the effect on your relationship might be as if one or both of you are on a permanent diet – and also lonely. That might be fine for both of you, but for many of us, sex is a thing worth prioritising.</p><p>At its core, before you introduce any other domestic obstacles, it’s a two-person job, so you have to be attuned to one another; you can’t just decide unilaterally. To take this in ascending order of hurdles; if you’re a childless couple, the main block is going to be each other – not being in the same mood at the same time, not being in the house at the same time. This is true for your entire relationship, not just sex; I once interviewed a fertility doctor, who described working with a couple, trying to find an appointment time for when one was ovulating and both were in the country. They scrolled through several weeks before they managed it. “I felt as if I was beginning to get to the bottom of why they couldn’t conceive,” she said.</p> <a href=""https://www.theguardian.com/lifeandstyle/2025/dec/19/the-perfect-way-to-keep-the-flame-alive-in-the-bedroom"">Continue reading...</a>",fact,news
The mood was jubilant at Italy’s far-right Atreju festival. But has Meloni’s success peaked? | Jamie Mackay,"<p>The prime minister has been lauded for her country’s growing role on the world stage. But poverty and precarity are forcing vast numbers to emigrate</p><p></p><p>Earlier this month, the gardens of Rome’s Castel Sant’Angelo were filled with families enjoying some unseasonably warm sun by a pop-up ice rink. Teenage couples skated hand in hand, while the watching crowds sipped mulled wine and hot chocolate to a soundtrack of Nat King Cole. At first glance, it <a href=""https://www.theguardian.com/world/2025/dec/12/giorgia-meloni-atreju-brothers-of-italy-far-right"">looked like a normal Christmas market</a>. The stands, however, revealed a different reality. Among the nativity displays and kitsch decorations were adverts for nationalist newspapers and something called “patriot radio”. On a wall near the kids’ play area, a mural depicted an unlikely cast of characters, tracing a lineage from the fascist poet Gabriele D’Annunzio to the late American Maga influencer Charlie Kirk.</p><p>This was the setup I witnessed at this year’s Atreju, Italy’s biggest rightwing festival, which has been running since 1998 as an <a href=""https://www.theguardian.com/world/2025/dec/12/giorgia-meloni-atreju-brothers-of-italy-far-right"">annual celebration of patriotism</a> and nationalism. During the early editions, proud neo-fascists, including black-hooded thugs from street movements such as CasaPound and Forza Nuova, made up a visible portion of the attenders. At this year’s event, however, the Celtic crosses and odal rune tattoos were tucked under well-ironed shirts. The crowd was made up of nerdy students, gen-Z influencers, civil society campaigners and passersby who had been lured off the street by the glittery lights.</p><p>Jamie Mackay is a writer and translator based in Florence<br /></p> <a href=""https://www.theguardian.com/commentisfree/2025/dec/29/italy-far-right-atreju-festival-giorgia-meloni"">Continue reading...</a>",fact,news
"The very next day, you gave it away … how to get rid of an unwanted Christmas gift without getting caught| Eleanor Limprecht","<p>When a friend found out the painting she’d given me had made its way to a charity store, I wanted to dig a hole in the earth</p><p>As the recipient of an unwanted gift, is it necessary to pretend you like it? This is what most of us are trained to do as children; for some it was our first experience of being instructed to lie.</p><p><em>“</em>Thank you,” I might have said to my grandmother, “for this frilly, itchy lace-trimmed dress identical to the one you gave my sister. I love it.”</p> <a href=""https://www.theguardian.com/commentisfree/2025/dec/30/how-to-get-rid-of-an-unwanted-christmas-gift"">Continue reading...</a>",fact,news
The hill I will die on: Pigeons are working-class heroes and deserve some respect | Toussaint Douglass,"<p>These unfairly maligned animals were nuggets for our ancestors and served for the UK during the second world war</p><p></p><p>Is there something I would figuratively die on a hill for? Yes, there is – and as it happens, I’m sitting on a literal hill right now, feeding them. Pigeons. Why pigeons? Because it’s about time they get the respect they deserve.</p><p>I like pigeons. Because they’re like me, working class. You can tell pigeons are working class because every pigeon looks knackered. It’s about this point in the conversation that people politely make their excuses and slowly back away (literally) while avoiding eye contact. No doubt, reading this, you are doing the same (figuratively).</p><p>Toussaint Douglass is a comedian from Lewisham, south London. His show <a href=""https://sohotheatre.com/events/toussaint-douglass-accessible-pigeon-material-2/"">Accessible Pigeon Material</a> will be showing at Soho Theatre, 26-31 January 2026</p> <a href=""https://www.theguardian.com/commentisfree/2025/dec/29/hill-die-on-pigeons-working-class-heroes-deserve-respect"">Continue reading...</a>",fact,news
The Guardian view on the new space race: humanity risks exporting its old politics to the moon | Editorial,"<p>Over the holiday period, the Guardian leader column is looking ahead at the themes of 2026. Today we look skyward, where a new lunar contest mirrors humanity’s struggle to live within planetary limits</p><p>During the cold war’s space race, the Apollo moon missions were driven by the need to prove American superiority. Having made that political and technological point with the 1969 moon landing, the contest between Moscow and Washington petered out. A new dash across the skies kicks off in <a href=""https://www.bbc.co.uk/news/articles/cxwwjlrk1mlo"">2026</a>, reigniting geopolitical competition under the guise of “<a href=""https://www.nasa.gov/artemis-accords/"">peaceful exploration</a>”. The moon’s south pole is emerging as the most valuable <a href=""https://qz.com/1512196/the-peaks-of-eternal-light-are-the-most-valuable-real-estate-on-the-moon"">real estate </a>in the solar system, offering “<a href=""https://en.wikipedia.org/wiki/Peak_of_eternal_light"">peaks of eternal light</a>” for solar arrays and<a href=""https://www.weforum.org/stories/2023/08/space-water-ice-moon-south-pole/""> ice deposits</a> in craters shielded from&nbsp;the&nbsp;sun.</p><p>The US and a China-led bloc are eyeing the lunar surface and its potential to control a post-terrestrial economy. Space had been humanity’s last commons, supposedly shielded by the 1967 UN outer space treaty that bans state exploitation of the heavens. It is vague, however, on private claims – a loophole that is now fuelling a tycoon-led scramble for the stars. The aim is obvious: to act first, shape norms and dare others to object. Two lunar missions launching next year– Nasa’s <a href=""https://www.reuters.com/science/first-us-artemis-astronaut-mission-around-moon-track-april-officials-say-2025-09-23/"">Artemis II</a> and China’s <a href=""https://www.scmp.com/news/china/science/article/3329997/china-led-moon-missions-water-probe-will-be-first-humanity-space-agency"">Chang’e 7</a> – are competing for strategic supremacy.</p> <a href=""https://www.theguardian.com/commentisfree/2025/dec/28/the-guardian-view-on-the-new-space-race-humanity-risks-exporting-its-old-politics-to-the-moon"">Continue reading...</a>",fact,news
Ella Baron on Trump and Zelenskyy’s Ukraine peace talks – cartoon,"<a href=""https://www.theguardian.com/commentisfree/picture/2025/dec/28/ella-baron-trump-zelenskyy-ukraine-peace-talks-cartoon"">Continue reading...</a>",fact,news
Trump to meet Netanyahu at Mar-a-Lago amid concerns over progress on fragile Gaza truce plan – live,"<p>The Israeli prime minister left Israel on Sunday on his fifth visit to see Trump in the US this year</p><p>A reminder of the current winter in <strong>Gaza</strong> where most housing and infrastructure have been badly damaged or razed, and where in recent weeks heavy rain and cold temperatures have compounded the suffering.</p><p>More than 70,000 Palestinian people, mostly civilians, were killed in Gaza during Israel’s military assault on the territory, and almost all of its 2.3m population was displaced.</p> <a href=""https://www.theguardian.com/us-news/live/2025/dec/29/trump-netanyahu-israel-gaza-live"">Continue reading...</a>",fact,news
Hundreds of Detroit home demolition sites may have been filled with toxic dirt,"<p>Toxic chemicals like lead and asbestos are likely in dirt used to backfill demolished structures in city, experts say</p><p>Hundreds of Detroit home demolition sites were <a href=""https://www.freep.com/story/news/local/michigan/detroit/2025/12/22/toxic-dirt-detroitland-bank-cleanup/87881313007/"">potentially backfilled</a> with toxic construction debris from a demolished shopping mall and other sources, creating an unfolding public health threat in the city’s neighborhoods.</p><p>Detroit, the nation’s lowest income big city, is in the US industrial heartland. It was left with tens of thousands of empty structures as industrial plants closed and people left the city in past decades – Detroit’s population dropped from nearly 2 million people around 1950 to fewer than 700,000 today. The city’s demolition program is widely considered the largest ever in the US.</p> <a href=""https://www.theguardian.com/us-news/2025/dec/29/detroit-home-demolition-sites-toxic-dirt"">Continue reading...</a>",fact,news
Marjorie Taylor Greene says she was ‘naive’ for believing Trump is man of the people,"<p>Greene gives lengthy interview with New York Times days before stepping down as congresswoman for Georgia</p><p>Marjorie Taylor Greene, now just days away from stepping down as a congresswoman for Georgia, has said in her latest mea culpa interview that she “was just so naive” for believing that Donald Trump was a man of the people.</p><p><a href=""https://www.nytimes.com/2025/12/29/magazine/marjorie-taylor-greene-trump-maga-split.html"">In a lengthy interview with the New York Times</a> that examines her break with the president after years of devotion, Greene explained that a series of minor ruptures with the president culminated in a total breach after conservative influencer Charlie Kirk was killed in September.</p> <a href=""https://www.theguardian.com/us-news/2025/dec/29/marjorie-taylor-greene-trump-interview"">Continue reading...</a>",fact,news
Many Filipino healthcare workers in the US live in fear of ICE: ‘This is my place of work. I should feel safe’,"<p>Filipinos make up a large percentage of the healthcare workforce, which includes undocumented people</p><p>In the Philippines, she spent three years providing end-of-life care for a family’s grandmother. When the grandmother died, family members told the healthcare worker to arrange her own way to the United States, where they operated home healthcare facilities.</p><p>In California, they promised, she would have a place to stay and a stable job. They would look after her just as she had cared for their grandmother.</p> <a href=""https://www.theguardian.com/us-news/2025/dec/29/filipino-healthcare-workers-immigration-trump"">Continue reading...</a>",fact,news
"Two half-brothers, in prison for killing a priest, tell a story of abuse in New Orleans","<p>Father Patrick McCarthy was brutally murdered in 1988. The two half-brothers in prison for the killing say he sexually abused them for years</p><p>More than 600 alleged survivors of clergy abuse have claims against the Roman Catholic archdiocese of <a href=""https://www.theguardian.com/us-news/new-orleans"">New Orleans</a> in its long bankruptcy. Attorneys Frank Lamothe III and Kristi Schubert have 75 clients. Twenty-three of them are prisoners, and most of them allege abuse at two long-shuttered orphanages, <a href=""https://www.theguardian.com/us-news/article/2024/aug/25/madonna-manor-orphanage-sexual-abuse-new-orleans"">Hope Haven and Madonna Manor</a>.</p><p>Two of these men had a different path to prison.</p> <a href=""https://www.theguardian.com/us-news/2025/dec/29/new-orleans-brothers-priest-killing-child-sexual-abuse"">Continue reading...</a>",fact,news
‘Just like so many families’: US parents of addicted kids relate to the Reiners – but fear stigma,"<p>The challenges of drug and alcohol addiction are familiar, but violence against others is highly unusual, parents say</p><p>When news broke that Rob and Michele Singer Reiner had been killed and a possible suspect was their son, Nick Reiner, who had struggled with addiction and mental health issues, it brought addiction back into the public spotlight. But parents who have been affected by their children’s addiction fear the conversation will focus on the exceedingly rare act of violence instead of the more widespread risks.</p><p>Ron Grover and his wife, Darlene, have been glued to the news. They only knew the Reiners by their work, but they feel a connection: Grover’s son also became addicted at 15 to opioids and then heroin, much like Nick Reiner, and he was in and out of rehab and jail for years. But after seven excruciating years, Grover’s son got sober in July 2010.</p> <a href=""https://www.theguardian.com/us-news/2025/dec/29/families-addiction-stigma-rob-reiner"">Continue reading...</a>",fact,news
From ‘global cooling’ to ‘beautiful coal’: Trump’s startling climate claims of 2025,"<p>Trump ratcheted up his questionable claims about the environment and how to deal, if at all, with the threats to it</p><p>In the past decade at the forefront of US politics, Donald Trump has unleashed a barrage of unusual, misleading or dubious assertions about the climate crisis, which he most famously called a “hoax”.</p><p>This year has seen Trump ratchet up his often questionable claims about the environment and how to deal, if at all, with the threats to it. In a year littered with lies and wild declarations, these are the five that stood out as the most startling.</p> <a href=""https://www.theguardian.com/us-news/2025/dec/29/trump-climate-claims-environment"">Continue reading...</a>",fact,news
Donald Trump in his own words – the year in racism and misogyny,"<p>The president has increased the amount of invective he’s spewed against women and people of color</p> <a href=""https://www.theguardian.com/us-news/2025/dec/29/donald-trump-racism-dei-misogyny-2025-review"">Continue reading...</a>",fact,news
FBI deploys more resources to ‘dismantle fraud schemes’ in Minnesota,"<p>Kash Patel claims $250m scheme that stole Covid aid is ‘tip of iceberg’ and alleges state’s Somalia population is to blame</p><p>The <a href=""https://www.theguardian.com/us-news/fbi"">FBI</a> has deployed additional personnel and investigative resources to <a href=""https://www.theguardian.com/us-news/minnesota"">Minnesota</a> to “dismantle large-scale fraud schemes exploiting federal programs”, director Kash Patel said on social media on Sunday.</p><p>The FBI director said the agency had already dismantled a <a href=""https://www.justice.gov/usao-mn/pr/federal-jury-finds-feeding-our-future-mastermind-and-co-defendant-guilty-250-million"">$250m fraud scheme</a> that stole federal food aid meant for vulnerable children during the Covid pandemic in a case that led to 78 indictments and 57 convictions.</p> <a href=""https://www.theguardian.com/us-news/2025/dec/28/fbi-minnesota-fraud-schemes-somalia"">Continue reading...</a>",fact,news
Bernie Sanders criticizes AI as ‘the most consequential technology in humanity’,"<p>Republican senator Katie Britt also proposes AI companies be criminally liable if they expose minors to harmful ideas</p><p>US senator <a href=""https://www.theguardian.com/us-news/bernie-sanders"">Bernie Sanders</a> amplified his recent criticism of <a href=""https://www.theguardian.com/technology/artificialintelligenceai"">artificial intelligence</a> on Sunday, explicitly linking the financial ambition of “the richest people in the world” to economic insecurity for millions of Americans – and calling for a potential moratorium on new <a href=""https://www.theguardian.com/technology/2025/dec/19/data-centers-ai-investment"">datacenters</a>.</p><p>Sanders, a Vermont independent who caucuses with the Democratic party, said on CNN’s State of the Union that he was “fearful of a lot” when it came to AI. And the senator called it “the most consequential technology in the history of humanity” that will “transform” the US and the world in ways that had not been fully discussed.</p> <a href=""https://www.theguardian.com/us-news/2025/dec/28/bernie-sanders-artificial-intelligence-ai-datacenters"">Continue reading...</a>",fact,news
"US strikes on Nigeria and Syria are ‘consistent’ with policy to combat IS, Republican says","<p>House armed services committee’s Mike Turner denied that military strikes showed new Trump approach to US forces</p><ul><li><p><a href=""https://www.theguardian.com/world/2025/dec/26/us-warns-of-more-nigeria-strikes-as-abuja-talks-of-joint-ongoing-operations"">US warns of more Nigeria strikes as Abuja talks of ‘joint ongoing operations’</a></p></li></ul><p>A senior <a href=""https://www.theguardian.com/us-news/republicans"">Republican</a> on the US House armed services committee has said that the country’s recent <a href=""https://www.theguardian.com/world/2025/dec/26/nigeria-why-did-trump-order-us-strikes-bomb-attack-isis-christians"">military strikes</a> in Nigeria and Syria are consistent with American foreign policy to combat Islamic extremism that have existed across <a href=""https://www.theguardian.com/us-news/donaldtrump"">Donald Trump</a>’s two presidential terms.</p><p>Mike Turner, an Ohio congressman, said on Sunday that the strikes are a “continuation of our conflict with [the Islamic State]”.</p> <a href=""https://www.theguardian.com/us-news/2025/dec/28/military-strikes-nigeria-syria-trump-islamic-state"">Continue reading...</a>",fact,news
Trump urges Republicans to ditch filibuster rule in US Senate,"<p>Rule allows minority party to block legislation, but GOP is reluctant to scrap it as they could lose majority</p><p><a href=""https://www.theguardian.com/us-news/donaldtrump"">Donald Trump</a> has floated the idea of ending the filibuster – a procedural technique in <a href=""https://www.theguardian.com/us-news/us-congress"">Congress</a> that allows a minority of senators to block legislation from passing – which would make pushing through his political agenda in 2026 much easier.</p><p>In an interview with <a href=""https://www.politico.com/news/2025/12/27/trump-to-politico-midterm-elections-will-be-about-pricing-00706877"">Politico</a>, the president urged <a href=""https://www.theguardian.com/us-news/republicans"">Republicans</a> in the <a href=""https://www.theguardian.com/us-news/us-senate"">Senate</a> to scrap the filibuster, saying it had become an obstacle to effective governing and removing it would prevent another government shutdown and pave the way for his party to push through its legislative priorities.</p> <a href=""https://www.theguardian.com/us-news/2025/dec/27/trump-republicans-filibuster-rule-senate"">Continue reading...</a>",fact,news
Americans are waking up. A grand reckoning awaits us | Robert Reich,"<p>I’d like to believe that the horrific darkness of this past year is a necessary prelude to a brighter and saner future</p><p>About a year ago, at the start of the <a href=""https://www.theguardian.com/us-news/donaldtrump"">Trump</a> 2.0 regime, a woman was about to pass me on the sidewalk and then stopped, turned toward me and almost shouted: “It’s a fucking nightmare!”</p><p>It <em>has </em>been a “fucking nightmare”.</p> <a href=""https://www.theguardian.com/commentisfree/2025/dec/29/american-reckoning"">Continue reading...</a>",fact,news
